LookupType|LookupCode|DisplaySequence|EnabledFlag|StartDateActive|EndDateActive|Meaning|Description|Tag
WSC_BS_ACCOUNT_NATURAL_SIGN|293||Y|1/1/1951||293|111292|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|294||Y|1/1/1951||294|111293|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|295||Y|1/1/1951||295|111294|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|296||Y|1/1/1951||296|111295|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|297||Y|1/1/1951||297|111296|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|298||Y|1/1/1951||298|111297|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|299||Y|1/1/1951||299|111298|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|300||Y|1/1/1951||300|111299|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|301||Y|1/1/1951||301|111300|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|302||Y|1/1/1951||302|111301|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|303||Y|1/1/1951||303|111302|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|304||Y|1/1/1951||304|111303|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|305||Y|1/1/1951||305|111304|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|306||Y|1/1/1951||306|111305|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|307||Y|1/1/1951||307|111306|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|308||Y|1/1/1951||308|111307|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|309||Y|1/1/1951||309|111308|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|310||Y|1/1/1951||310|111309|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|311||Y|1/1/1951||311|111310|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|312||Y|1/1/1951||312|111311|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|313||Y|1/1/1951||313|111312|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|314||Y|1/1/1951||314|111313|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|315||Y|1/1/1951||315|111314|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|316||Y|1/1/1951||316|111315|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|317||Y|1/1/1951||317|111316|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|318||Y|1/1/1951||318|111317|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|319||Y|1/1/1951||319|111318|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|320||Y|1/1/1951||320|111319|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|321||Y|1/1/1951||321|111320|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|322||Y|1/1/1951||322|111321|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|323||Y|1/1/1951||323|111322|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|324||Y|1/1/1951||324|111323|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|325||Y|1/1/1951||325|111324|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|326||Y|1/1/1951||326|111325|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|327||Y|1/1/1951||327|111326|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|328||Y|1/1/1951||328|111327|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|329||Y|1/1/1951||329|111328|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|330||Y|1/1/1951||330|111329|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|331||Y|1/1/1951||331|111330|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|332||Y|1/1/1951||332|111331|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|333||Y|1/1/1951||333|111332|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|334||Y|1/1/1951||334|111333|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|335||Y|1/1/1951||335|111334|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|336||Y|1/1/1951||336|111335|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|337||Y|1/1/1951||337|111336|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|338||Y|1/1/1951||338|111337|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|339||Y|1/1/1951||339|111338|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|340||Y|1/1/1951||340|111339|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|341||Y|1/1/1951||341|111340|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|342||Y|1/1/1951||342|111341|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|343||Y|1/1/1951||343|111342|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|344||Y|1/1/1951||344|111343|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|345||Y|1/1/1951||345|111344|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|346||Y|1/1/1951||346|111345|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|347||Y|1/1/1951||347|111346|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|348||Y|1/1/1951||348|111347|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|349||Y|1/1/1951||349|111348|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|350||Y|1/1/1951||350|111349|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|351||Y|1/1/1951||351|111350|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|352||Y|1/1/1951||352|111351|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|353||Y|1/1/1951||353|111352|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|354||Y|1/1/1951||354|111353|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|355||Y|1/1/1951||355|111354|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|356||Y|1/1/1951||356|111355|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|357||Y|1/1/1951||357|111356|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|358||Y|1/1/1951||358|111357|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|359||Y|1/1/1951||359|111358|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|360||Y|1/1/1951||360|111359|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|361||Y|1/1/1951||361|111360|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|362||Y|1/1/1951||362|111361|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|363||Y|1/1/1951||363|111362|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|364||Y|1/1/1951||364|111363|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|365||Y|1/1/1951||365|111364|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|366||Y|1/1/1951||366|111365|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|367||Y|1/1/1951||367|111366|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|368||Y|1/1/1951||368|111367|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|369||Y|1/1/1951||369|111368|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|370||Y|1/1/1951||370|111369|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|371||Y|1/1/1951||371|111370|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|372||Y|1/1/1951||372|111371|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|373||Y|1/1/1951||373|111372|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|374||Y|1/1/1951||374|111373|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|375||Y|1/1/1951||375|111374|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|376||Y|1/1/1951||376|111375|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|377||Y|1/1/1951||377|111376|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|378||Y|1/1/1951||378|111377|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|379||Y|1/1/1951||379|111378|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|380||Y|1/1/1951||380|111379|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|381||Y|1/1/1951||381|111380|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|382||Y|1/1/1951||382|111381|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|383||Y|1/1/1951||383|111382|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|384||Y|1/1/1951||384|111383|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|385||Y|1/1/1951||385|111384|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|386||Y|1/1/1951||386|111385|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|387||Y|1/1/1951||387|111386|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|388||Y|1/1/1951||388|111387|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|421||Y|1/1/1951||421|111420|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|422||Y|1/1/1951||422|111421|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|423||Y|1/1/1951||423|111422|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|424||Y|1/1/1951||424|111423|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|425||Y|1/1/1951||425|111424|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|426||Y|1/1/1951||426|111425|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|427||Y|1/1/1951||427|111426|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|428||Y|1/1/1951||428|111427|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|429||Y|1/1/1951||429|111428|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|430||Y|1/1/1951||430|111429|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|431||Y|1/1/1951||431|111430|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|432||Y|1/1/1951||432|111431|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|433||Y|1/1/1951||433|111432|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|434||Y|1/1/1951||434|111433|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|435||Y|1/1/1951||435|111434|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|436||Y|1/1/1951||436|111435|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|437||Y|1/1/1951||437|111436|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|438||Y|1/1/1951||438|111437|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|439||Y|1/1/1951||439|111438|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|440||Y|1/1/1951||440|111439|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|441||Y|1/1/1951||441|111440|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|442||Y|1/1/1951||442|111441|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|443||Y|1/1/1951||443|111442|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|446||Y|1/1/1951||446|111445|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|447||Y|1/1/1951||447|111446|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|448||Y|1/1/1951||448|111447|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|449||Y|1/1/1951||449|111448|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|450||Y|1/1/1951||450|111449|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|451||Y|1/1/1951||451|111450|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|452||Y|1/1/1951||452|111451|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|453||Y|1/1/1951||453|111452|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|454||Y|1/1/1951||454|111453|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|455||Y|1/1/1951||455|111454|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|456||Y|1/1/1951||456|111455|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|457||Y|1/1/1951||457|111456|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|458||Y|1/1/1951||458|111457|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|459||Y|1/1/1951||459|111458|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|460||Y|1/1/1951||460|111459|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|461||Y|1/1/1951||461|111460|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|462||Y|1/1/1951||462|111461|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|463||Y|1/1/1951||463|111462|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|464||Y|1/1/1951||464|111463|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|465||Y|1/1/1951||465|111464|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|466||Y|1/1/1951||466|111465|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|467||Y|1/1/1951||467|111466|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|468||Y|1/1/1951||468|111467|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|469||Y|1/1/1951||469|111468|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|470||Y|1/1/1951||470|111469|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|471||Y|1/1/1951||471|111470|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|472||Y|1/1/1951||472|111472|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|473||Y|1/1/1951||473|111473|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|474||Y|1/1/1951||474|111474|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|475||Y|1/1/1951||475|111475|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|476||Y|1/1/1951||476|111476|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|477||Y|1/1/1951||477|112000|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|478||Y|1/1/1951||478|112100|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|479||Y|1/1/1951||479|112101|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|480||Y|1/1/1951||480|112102|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|481||Y|1/1/1951||481|112103|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|482||Y|1/1/1951||482|112104|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|483||Y|1/1/1951||483|112105|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|484||Y|1/1/1951||484|112106|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|485||Y|1/1/1951||485|112107|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|486||Y|1/1/1951||486|112108|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|487||Y|1/1/1951||487|112110|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|488||Y|1/1/1951||488|112111|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|489||Y|1/1/1951||489|112112|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|490||Y|1/1/1951||490|112113|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|491||Y|1/1/1951||491|112114|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|492||Y|1/1/1951||492|112115|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|493||Y|1/1/1951||493|112116|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|494||Y|1/1/1951||494|112117|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|495||Y|1/1/1951||495|112121|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|496||Y|1/1/1951||496|112122|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|497||Y|1/1/1951||497|112123|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|498||Y|1/1/1951||498|112124|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|499||Y|1/1/1951||499|112125|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|500||Y|1/1/1951||500|112126|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|501||Y|1/1/1951||501|112127|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|502||Y|1/1/1951||502|112128|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|503||Y|1/1/1951||503|112129|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|504||Y|1/1/1951||504|112130|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|505||Y|1/1/1951||505|112131|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|506||Y|1/1/1951||506|112132|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|507||Y|1/1/1951||507|112133|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|508||Y|1/1/1951||508|112134|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|509||Y|1/1/1951||509|112135|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|510||Y|1/1/1951||510|112140|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|511||Y|1/1/1951||511|112141|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|512||Y|1/1/1951||512|112142|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|513||Y|1/1/1951||513|112155|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|514||Y|1/1/1951||514|112156|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|515||Y|1/1/1951||515|112157|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|516||Y|1/1/1951||516|112200|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|517||Y|1/1/1951||517|112201|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|518||Y|1/1/1951||518|112202|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|519||Y|1/1/1951||519|112203|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|520||Y|1/1/1951||520|112204|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|521||Y|1/1/1951||521|112205|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|522||Y|1/1/1951||522|112206|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|523||Y|1/1/1951||523|112207|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|524||Y|1/1/1951||524|112209|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|525||Y|1/1/1951||525|112210|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|526||Y|1/1/1951||526|112211|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|527||Y|1/1/1951||527|112212|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|528||Y|1/1/1951||528|112213|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|529||Y|1/1/1951||529|112214|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|530||Y|1/1/1951||530|112216|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|531||Y|1/1/1951||531|112217|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|532||Y|1/1/1951||532|112218|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|533||Y|1/1/1951||533|112219|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|534||Y|1/1/1951||534|112220|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|535||Y|1/1/1951||535|112221|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|536||Y|1/1/1951||536|112222|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|537||Y|1/1/1951||537|112223|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|538||Y|1/1/1951||538|112224|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|539||Y|1/1/1951||539|112225|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|540||Y|1/1/1951||540|112226|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|541||Y|1/1/1951||541|113000|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|542||Y|1/1/1951||542|113001|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|543||Y|1/1/1951||543|113002|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|544||Y|1/1/1951||544|113003|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|545||Y|1/1/1951||545|113004|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|546||Y|1/1/1951||546|113005|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|547||Y|1/1/1951||547|113006|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|548||Y|1/1/1951||548|113007|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|549||Y|1/1/1951||549|113008|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|550||Y|1/1/1951||550|113009|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|551||Y|1/1/1951||551|113010|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|552||Y|1/1/1951||552|113011|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|553||Y|1/1/1951||553|113012|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|554||Y|1/1/1951||554|113013|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|555||Y|1/1/1951||555|113014|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|556||Y|1/1/1951||556|113100|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|557||Y|1/1/1951||557|113101|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|558||Y|1/1/1951||558|113102|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|559||Y|1/1/1951||559|113103|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|560||Y|1/1/1951||560|113104|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|561||Y|1/1/1951||561|113105|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|562||Y|1/1/1951||562|113106|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|563||Y|1/1/1951||563|113107|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|564||Y|1/1/1951||564|113108|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|565||Y|1/1/1951||565|113109|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|566||Y|1/1/1951||566|113110|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|567||Y|1/1/1951||567|113111|Credit
WSC_BS_ACCOUNT_NATURAL_SIGN|568||Y|1/1/1951||568|113112|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|569||Y|1/1/1951||569|113113|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|570||Y|1/1/1951||570|113114|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|571||Y|1/1/1951||571|113200|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|572||Y|1/1/1951||572|113201|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|573||Y|1/1/1951||573|113202|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|574||Y|1/1/1951||574|113203|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|575||Y|1/1/1951||575|113204|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|576||Y|1/1/1951||576|113205|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|577||Y|1/1/1951||577|113206|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|578||Y|1/1/1951||578|113207|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|579||Y|1/1/1951||579|113208|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|580||Y|1/1/1951||580|113209|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|581||Y|1/1/1951||581|113210|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|582||Y|1/1/1951||582|113211|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|583||Y|1/1/1951||583|113212|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|584||Y|1/1/1951||584|113213|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|585||Y|1/1/1951||585|113214|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|586||Y|1/1/1951||586|113215|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|587||Y|1/1/1951||587|113216|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|588||Y|1/1/1951||588|113217|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|589||Y|1/1/1951||589|113218|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|590||Y|1/1/1951||590|113219|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|591||Y|1/1/1951||591|113220|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|592||Y|1/1/1951||592|113221|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|593||Y|1/1/1951||593|113225|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|594||Y|1/1/1951||594|114000|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|595||Y|1/1/1951||595|114001|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|596||Y|1/1/1951||596|114003|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|597||Y|1/1/1951||597|114004|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|598||Y|1/1/1951||598|114005|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|599||Y|1/1/1951||599|114006|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|600||Y|1/1/1951||600|114007|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|601||Y|1/1/1951||601|114008|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|602||Y|1/1/1951||602|114009|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|603||Y|1/1/1951||603|114010|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|604||Y|1/1/1951||604|114011|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|605||Y|1/1/1951||605|114012|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|606||Y|1/1/1951||606|114013|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|607||Y|1/1/1951||607|114014|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|608||Y|1/1/1951||608|114015|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|609||Y|1/1/1951||609|114016|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|610||Y|1/1/1951||610|114017|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|611||Y|1/1/1951||611|114018|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|612||Y|1/1/1951||612|114019|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|613||Y|1/1/1951||613|114020|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|614||Y|1/1/1951||614|114021|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|615||Y|1/1/1951||615|114022|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|616||Y|1/1/1951||616|114023|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|617||Y|1/1/1951||617|114024|Flux
WSC_BS_ACCOUNT_NATURAL_SIGN|618||Y|1/1/1951||618|114025|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|619||Y|1/1/1951||619|114026|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|620||Y|1/1/1951||620|114027|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|621||Y|1/1/1951||621|115000|Debit
WSC_BS_ACCOUNT_NATURAL_SIGN|622||Y|1/1/1951||622|115100|Debit
