LookupType|Meaning|Description|ModuleType|ModuleKey|ReferenceGroupName
WSC_GBL_AU_ESS_START_STOP_LKP|WSC_GBL_AU_ESS_START_STOP_LKP|Custom ESS jobs list|LBA|FndAppCommon|
